"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.location_label","Input.location_description","Input.location_type","Input.random_country","Answer.Q1Answer","Answer.Q2Answer","Answer.Q3Answer","Answer.Q4Answer","Approve","Reject"
"3K1H3NEY8PEU6541X4Y50ZXSA3NDG1","3JEJVC0BAGQRKUZG6H23EBT7X58NKW","Answer a short survey about a tourist location in your state.","Answer four multiple choice questions about a ""hidden gem"" tourist spot.","survey, attractions, locations","$0.03","Fri May 07 15:31:33 PDT 2021","10","BatchId:4434678;OriginalHitTemplateId:928390912;","3600","259200","Fri May 14 15:31:33 PDT 2021","","","354GIDR5ZGL5I1PGXSQ9PJLGYZ700E","ASCBKU2SM61JU","Submitted","Fri May 07 16:40:03 PDT 2021","Fri May 07 16:40:30 PDT 2021","Mon May 10 16:40:30 PDT 2021","","","","27","0% (0/0)","0% (0/0)","0% (0/0)","Off Street Cafe, Cerritos, California","Best food in town, service and food are amazing!","food place","Australia","No_Unheard","Yes_Like","Validate_No","Not_Reccomend"
"3K1H3NEY8PEU6541X4Y50ZXSA3NDG1","3JEJVC0BAGQRKUZG6H23EBT7X58NKW","Answer a short survey about a tourist location in your state.","Answer four multiple choice questions about a ""hidden gem"" tourist spot.","survey, attractions, locations","$0.03","Fri May 07 15:31:33 PDT 2021","10","BatchId:4434678;OriginalHitTemplateId:928390912;","3600","259200","Fri May 14 15:31:33 PDT 2021","","","3GNA64GUZJJS11GGBWQ0LK8PSCK5Q8","A2MHLDP4G78P23","Submitted","Fri May 07 20:24:44 PDT 2021","Fri May 07 20:25:00 PDT 2021","Mon May 10 20:25:00 PDT 2021","","","","16","0% (0/0)","0% (0/0)","0% (0/0)","Off Street Cafe, Cerritos, California","Best food in town, service and food are amazing!","food place","Australia","No_Unheard","Yes_Like","Validate_No","Reccomend"
"3K1H3NEY8PEU6541X4Y50ZXSA3NDG1","3JEJVC0BAGQRKUZG6H23EBT7X58NKW","Answer a short survey about a tourist location in your state.","Answer four multiple choice questions about a ""hidden gem"" tourist spot.","survey, attractions, locations","$0.03","Fri May 07 15:31:33 PDT 2021","10","BatchId:4434678;OriginalHitTemplateId:928390912;","3600","259200","Fri May 14 15:31:33 PDT 2021","","","3IXEICO797Y1CL8MXJU0IVXC8EV6T4","ACAJTU82FFYKL","Submitted","Fri May 07 20:38:39 PDT 2021","Fri May 07 20:38:50 PDT 2021","Mon May 10 20:38:50 PDT 2021","","","","11","100% (1/1)","100% (1/1)","100% (1/1)","Off Street Cafe, Cerritos, California","Best food in town, service and food are amazing!","food place","Australia","Yes_Visited","Yes_Like","Validate_No","Reccomend"
"3K1H3NEY8PEU6541X4Y50ZXSA3NDG1","3JEJVC0BAGQRKUZG6H23EBT7X58NKW","Answer a short survey about a tourist location in your state.","Answer four multiple choice questions about a ""hidden gem"" tourist spot.","survey, attractions, locations","$0.03","Fri May 07 15:31:33 PDT 2021","10","BatchId:4434678;OriginalHitTemplateId:928390912;","3600","259200","Fri May 14 15:31:33 PDT 2021","","","3OLF68YTNEGSGI2OSC6NHWKXDSCFA2","A2T5YVU37RBCCP","Submitted","Sun May 09 09:02:54 PDT 2021","Sun May 09 09:03:03 PDT 2021","Wed May 12 09:03:03 PDT 2021","","","","9","0% (0/0)","0% (0/0)","0% (0/0)","Off Street Cafe, Cerritos, California","Best food in town, service and food are amazing!","food place","Australia","No_Unheard","No_Dont_Like","Validate_No","Not_Reccomend"
"3K1H3NEY8PEU6541X4Y50ZXSA3NDG1","3JEJVC0BAGQRKUZG6H23EBT7X58NKW","Answer a short survey about a tourist location in your state.","Answer four multiple choice questions about a ""hidden gem"" tourist spot.","survey, attractions, locations","$0.03","Fri May 07 15:31:33 PDT 2021","10","BatchId:4434678;OriginalHitTemplateId:928390912;","3600","259200","Fri May 14 15:31:33 PDT 2021","","","3XM0HYN6NPE7X88UMK4EP9OS099PEE","A9FXS4VQGTTD3","Submitted","Fri May 07 23:49:44 PDT 2021","Fri May 07 23:49:57 PDT 2021","Mon May 10 23:49:57 PDT 2021","","","","13","0% (0/0)","0% (0/0)","0% (0/0)","Off Street Cafe, Cerritos, California","Best food in town, service and food are amazing!","food place","Australia","No_Not_Visited","Yes_Like","Validate_No","Not_Reccomend"
"3K1H3NEY8PEU6541X4Y50ZXSA3NDG1","3JEJVC0BAGQRKUZG6H23EBT7X58NKW","Answer a short survey about a tourist location in your state.","Answer four multiple choice questions about a ""hidden gem"" tourist spot.","survey, attractions, locations","$0.03","Fri May 07 15:31:33 PDT 2021","10","BatchId:4434678;OriginalHitTemplateId:928390912;","3600","259200","Fri May 14 15:31:33 PDT 2021","","","3Z7VU45IP3W2RBGOX5719N7CL34Z1Q","A15UXDG5PAEUIL","Submitted","Sun May 09 10:06:45 PDT 2021","Sun May 09 10:07:37 PDT 2021","Wed May 12 10:07:37 PDT 2021","","","","52","0% (0/0)","0% (0/0)","0% (0/0)","Off Street Cafe, Cerritos, California","Best food in town, service and food are amazing!","food place","Australia","No_Unheard","Yes_Like","Validate_No","Reccomend"
"3KQC8JMJHG7AO9XFOLAB8QNHYQB3HS","3JEJVC0BAGQRKUZG6H23EBT7X58NKW","Answer a short survey about a tourist location in your state.","Answer four multiple choice questions about a ""hidden gem"" tourist spot.","survey, attractions, locations","$0.03","Fri May 07 15:31:33 PDT 2021","10","BatchId:4434678;OriginalHitTemplateId:928390912;","3600","259200","Fri May 14 15:31:33 PDT 2021","","","32KTQ2V7RIUKH9K0MTW0GRTM45W9M2","ASIHZCLZIP2Y0","Submitted","Fri May 07 16:02:41 PDT 2021","Fri May 07 16:03:01 PDT 2021","Mon May 10 16:03:01 PDT 2021","","","","20","0% (0/0)","0% (0/0)","0% (0/0)","Benicia State Capitol Historic Park (Previous Capitol of California), Benicia, California","It is the previous location of California's Capitol outside of Sacramento, California. It is not only a historical site but also a museum. I selected winter as the best time to visit due to Christams celebrations they have at the location and neighboring historical building one night in December. Best time to visit is the morning any other time though.","historical landmark","United Kingdom","No_Unheard","No_Dont_Like","Validate_No","Not_Reccomend"
"3KQC8JMJHG7AO9XFOLAB8QNHYQB3HS","3JEJVC0BAGQRKUZG6H23EBT7X58NKW","Answer a short survey about a tourist location in your state.","Answer four multiple choice questions about a ""hidden gem"" tourist spot.","survey, attractions, locations","$0.03","Fri May 07 15:31:33 PDT 2021","10","BatchId:4434678;OriginalHitTemplateId:928390912;","3600","259200","Fri May 14 15:31:33 PDT 2021","","","392CY0QWG66XOKOXKJ2H7QBP1AD4IC","A15UXDG5PAEUIL","Submitted","Sun May 09 10:08:54 PDT 2021","Sun May 09 10:09:28 PDT 2021","Wed May 12 10:09:28 PDT 2021","","","","34","0% (0/0)","0% (0/0)","0% (0/0)","Benicia State Capitol Historic Park (Previous Capitol of California), Benicia, California","It is the previous location of California's Capitol outside of Sacramento, California. It is not only a historical site but also a museum. I selected winter as the best time to visit due to Christams celebrations they have at the location and neighboring historical building one night in December. Best time to visit is the morning any other time though.","historical landmark","United Kingdom","No_Unheard","Yes_Like","Validate_No","Reccomend"
"3KQC8JMJHG7AO9XFOLAB8QNHYQB3HS","3JEJVC0BAGQRKUZG6H23EBT7X58NKW","Answer a short survey about a tourist location in your state.","Answer four multiple choice questions about a ""hidden gem"" tourist spot.","survey, attractions, locations","$0.03","Fri May 07 15:31:33 PDT 2021","10","BatchId:4434678;OriginalHitTemplateId:928390912;","3600","259200","Fri May 14 15:31:33 PDT 2021","","","3I33IC7ZWKH8FOQC4HRGXDQ84K92AZ","ACAJTU82FFYKL","Submitted","Fri May 07 20:44:06 PDT 2021","Fri May 07 20:44:22 PDT 2021","Mon May 10 20:44:22 PDT 2021","","","","16","100% (1/1)","100% (1/1)","100% (1/1)","Benicia State Capitol Historic Park (Previous Capitol of California), Benicia, California","It is the previous location of California's Capitol outside of Sacramento, California. It is not only a historical site but also a museum. I selected winter as the best time to visit due to Christams celebrations they have at the location and neighboring historical building one night in December. Best time to visit is the morning any other time though.","historical landmark","United Kingdom","No_Unheard","Yes_Like","Validate_No","Reccomend"
"3KQC8JMJHG7AO9XFOLAB8QNHYQB3HS","3JEJVC0BAGQRKUZG6H23EBT7X58NKW","Answer a short survey about a tourist location in your state.","Answer four multiple choice questions about a ""hidden gem"" tourist spot.","survey, attractions, locations","$0.03","Fri May 07 15:31:33 PDT 2021","10","BatchId:4434678;OriginalHitTemplateId:928390912;","3600","259200","Fri May 14 15:31:33 PDT 2021","","","3QHK8ZVMIRXJZKHCK19H7K9NS1FLBU","ASCBKU2SM61JU","Submitted","Fri May 07 16:42:18 PDT 2021","Fri May 07 16:42:47 PDT 2021","Mon May 10 16:42:47 PDT 2021","","","","29","0% (0/0)","0% (0/0)","0% (0/0)","Benicia State Capitol Historic Park (Previous Capitol of California), Benicia, California","It is the previous location of California's Capitol outside of Sacramento, California. It is not only a historical site but also a museum. I selected winter as the best time to visit due to Christams celebrations they have at the location and neighboring historical building one night in December. Best time to visit is the morning any other time though.","historical landmark","United Kingdom","No_Not_Visited","Yes_Like","Validate_No","Not_Reccomend"
