"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.location","Input.description1","Input.description2","Input.description3","Input.control1","Input.control2","Answer.Answer","Approve","Reject"
"3PCPFX4U545IHECBR6Y7ID4FS4XQF7","32HMK6WX830KGQ66OYIO5XV1SOHK3D","Answer one multiple choice question about a location and its descriptions.","Please choose the description which best suits the location.","descriptions, writing","$0.03","Sun May 09 21:43:19 PDT 2021","12","BatchId:4436292;OriginalHitTemplateId:928390912;","3600","259200","Sun May 16 21:43:19 PDT 2021","","","30H4UDGLT7X59W073ISX2HT19GIMPS","ADE4283NU45C9","Submitted","Mon May 10 00:16:55 PDT 2021","Mon May 10 00:17:21 PDT 2021","Thu May 13 00:17:21 PDT 2021","","","","26","0% (0/0)","0% (0/0)","0% (0/0)","Long Island Mike Pizza, San Diego, California","Its a relatively lesser known pizza place that is good and usually not as crowded or have to waiting a longer amount of time for food.","It is a good, lesser-known pizza place, which is usually uncrowded and doesn’t have a long waiting time for food.","This pizza place is not as well known but it is good and not as crowded with less wait time.","The temperature is freezing in Antarctica. You should definitely bring a coat.","Bring sunscreen and a warm scarf. You will need it because the temperature here is really cold.","d2"
"3PCPFX4U545IHECBR6Y7ID4FS4XQF7","32HMK6WX830KGQ66OYIO5XV1SOHK3D","Answer one multiple choice question about a location and its descriptions.","Please choose the description which best suits the location.","descriptions, writing","$0.03","Sun May 09 21:43:19 PDT 2021","12","BatchId:4436292;OriginalHitTemplateId:928390912;","3600","259200","Sun May 16 21:43:19 PDT 2021","","","30LSNF239ZANL69AG5JTEBERHX6I2L","A1T69XE3G9RJDV","Submitted","Mon May 10 00:19:47 PDT 2021","Mon May 10 00:20:15 PDT 2021","Thu May 13 00:20:15 PDT 2021","","","","28","0% (0/0)","0% (0/0)","0% (0/0)","Long Island Mike Pizza, San Diego, California","Its a relatively lesser known pizza place that is good and usually not as crowded or have to waiting a longer amount of time for food.","It is a good, lesser-known pizza place, which is usually uncrowded and doesn’t have a long waiting time for food.","This pizza place is not as well known but it is good and not as crowded with less wait time.","The temperature is freezing in Antarctica. You should definitely bring a coat.","Bring sunscreen and a warm scarf. You will need it because the temperature here is really cold.","d1"
"3PCPFX4U545IHECBR6Y7ID4FS4XQF7","32HMK6WX830KGQ66OYIO5XV1SOHK3D","Answer one multiple choice question about a location and its descriptions.","Please choose the description which best suits the location.","descriptions, writing","$0.03","Sun May 09 21:43:19 PDT 2021","12","BatchId:4436292;OriginalHitTemplateId:928390912;","3600","259200","Sun May 16 21:43:19 PDT 2021","","","32UTUBMZ7LBMVPT6Y5BNUT7PJ55VBN","A2TM31UYSYYGNU","Submitted","Sun May 09 22:17:44 PDT 2021","Sun May 09 22:18:10 PDT 2021","Wed May 12 22:18:10 PDT 2021","","","","26","0% (0/0)","0% (0/0)","0% (0/0)","Long Island Mike Pizza, San Diego, California","Its a relatively lesser known pizza place that is good and usually not as crowded or have to waiting a longer amount of time for food.","It is a good, lesser-known pizza place, which is usually uncrowded and doesn’t have a long waiting time for food.","This pizza place is not as well known but it is good and not as crowded with less wait time.","The temperature is freezing in Antarctica. You should definitely bring a coat.","Bring sunscreen and a warm scarf. You will need it because the temperature here is really cold.","d3"
"3PCPFX4U545IHECBR6Y7ID4FS4XQF7","32HMK6WX830KGQ66OYIO5XV1SOHK3D","Answer one multiple choice question about a location and its descriptions.","Please choose the description which best suits the location.","descriptions, writing","$0.03","Sun May 09 21:43:19 PDT 2021","12","BatchId:4436292;OriginalHitTemplateId:928390912;","3600","259200","Sun May 16 21:43:19 PDT 2021","","","34QN5IT0T46N0QUJSW3OIYRYH3F089","A247B1NO91D82E","Submitted","Sun May 09 22:59:43 PDT 2021","Sun May 09 23:01:23 PDT 2021","Wed May 12 23:01:23 PDT 2021","","","","100","0% (0/0)","0% (0/0)","0% (0/0)","Long Island Mike Pizza, San Diego, California","Its a relatively lesser known pizza place that is good and usually not as crowded or have to waiting a longer amount of time for food.","It is a good, lesser-known pizza place, which is usually uncrowded and doesn’t have a long waiting time for food.","This pizza place is not as well known but it is good and not as crowded with less wait time.","The temperature is freezing in Antarctica. You should definitely bring a coat.","Bring sunscreen and a warm scarf. You will need it because the temperature here is really cold.","d1"
"3PCPFX4U545IHECBR6Y7ID4FS4XQF7","32HMK6WX830KGQ66OYIO5XV1SOHK3D","Answer one multiple choice question about a location and its descriptions.","Please choose the description which best suits the location.","descriptions, writing","$0.03","Sun May 09 21:43:19 PDT 2021","12","BatchId:4436292;OriginalHitTemplateId:928390912;","3600","259200","Sun May 16 21:43:19 PDT 2021","","","386CSBG1O41OK5GUGF05DQMPODR6QX","A1QBDIKCMD3YQA","Submitted","Mon May 10 01:11:01 PDT 2021","Mon May 10 01:11:11 PDT 2021","Thu May 13 01:11:11 PDT 2021","","","","10","0% (0/0)","0% (0/0)","0% (0/0)","Long Island Mike Pizza, San Diego, California","Its a relatively lesser known pizza place that is good and usually not as crowded or have to waiting a longer amount of time for food.","It is a good, lesser-known pizza place, which is usually uncrowded and doesn’t have a long waiting time for food.","This pizza place is not as well known but it is good and not as crowded with less wait time.","The temperature is freezing in Antarctica. You should definitely bring a coat.","Bring sunscreen and a warm scarf. You will need it because the temperature here is really cold.","d2"
"3PCPFX4U545IHECBR6Y7ID4FS4XQF7","32HMK6WX830KGQ66OYIO5XV1SOHK3D","Answer one multiple choice question about a location and its descriptions.","Please choose the description which best suits the location.","descriptions, writing","$0.03","Sun May 09 21:43:19 PDT 2021","12","BatchId:4436292;OriginalHitTemplateId:928390912;","3600","259200","Sun May 16 21:43:19 PDT 2021","","","3E4GGUZ1TD6ER1ZYG845RRT491M2K7","A3C3QQ9BL4J703","Submitted","Sun May 09 22:18:46 PDT 2021","Sun May 09 22:21:35 PDT 2021","Wed May 12 22:21:35 PDT 2021","","","","169","0% (0/0)","0% (0/0)","0% (0/0)","Long Island Mike Pizza, San Diego, California","Its a relatively lesser known pizza place that is good and usually not as crowded or have to waiting a longer amount of time for food.","It is a good, lesser-known pizza place, which is usually uncrowded and doesn’t have a long waiting time for food.","This pizza place is not as well known but it is good and not as crowded with less wait time.","The temperature is freezing in Antarctica. You should definitely bring a coat.","Bring sunscreen and a warm scarf. You will need it because the temperature here is really cold.","d3"
"3PCPFX4U545IHECBR6Y7ID4FS4XQF7","32HMK6WX830KGQ66OYIO5XV1SOHK3D","Answer one multiple choice question about a location and its descriptions.","Please choose the description which best suits the location.","descriptions, writing","$0.03","Sun May 09 21:43:19 PDT 2021","12","BatchId:4436292;OriginalHitTemplateId:928390912;","3600","259200","Sun May 16 21:43:19 PDT 2021","","","3KRVW3HTZS02MOGZVZWRXMYCW0AMST","A1SNTKLZ3BMCPL","Submitted","Sun May 09 21:52:29 PDT 2021","Sun May 09 21:52:56 PDT 2021","Wed May 12 21:52:56 PDT 2021","","","","27","0% (0/0)","0% (0/0)","0% (0/0)","Long Island Mike Pizza, San Diego, California","Its a relatively lesser known pizza place that is good and usually not as crowded or have to waiting a longer amount of time for food.","It is a good, lesser-known pizza place, which is usually uncrowded and doesn’t have a long waiting time for food.","This pizza place is not as well known but it is good and not as crowded with less wait time.","The temperature is freezing in Antarctica. You should definitely bring a coat.","Bring sunscreen and a warm scarf. You will need it because the temperature here is really cold.","d3"
"3PCPFX4U545IHECBR6Y7ID4FS4XQF7","32HMK6WX830KGQ66OYIO5XV1SOHK3D","Answer one multiple choice question about a location and its descriptions.","Please choose the description which best suits the location.","descriptions, writing","$0.03","Sun May 09 21:43:19 PDT 2021","12","BatchId:4436292;OriginalHitTemplateId:928390912;","3600","259200","Sun May 16 21:43:19 PDT 2021","","","3PZDLQMM0Y0W83NAOVN738GW4SMC2D","ADAPBZICTHW84","Submitted","Mon May 10 00:10:24 PDT 2021","Mon May 10 00:10:42 PDT 2021","Thu May 13 00:10:42 PDT 2021","","","","18","0% (0/0)","0% (0/0)","0% (0/0)","Long Island Mike Pizza, San Diego, California","Its a relatively lesser known pizza place that is good and usually not as crowded or have to waiting a longer amount of time for food.","It is a good, lesser-known pizza place, which is usually uncrowded and doesn’t have a long waiting time for food.","This pizza place is not as well known but it is good and not as crowded with less wait time.","The temperature is freezing in Antarctica. You should definitely bring a coat.","Bring sunscreen and a warm scarf. You will need it because the temperature here is really cold.","d2"
"3PCPFX4U545IHECBR6Y7ID4FS4XQF7","32HMK6WX830KGQ66OYIO5XV1SOHK3D","Answer one multiple choice question about a location and its descriptions.","Please choose the description which best suits the location.","descriptions, writing","$0.03","Sun May 09 21:43:19 PDT 2021","12","BatchId:4436292;OriginalHitTemplateId:928390912;","3600","259200","Sun May 16 21:43:19 PDT 2021","","","3R9WASFE24VTHQAW44MMYPB6MEXFZJ","A3T5UAYFKJBVTA","Rejected","Sun May 09 21:45:12 PDT 2021","Sun May 09 21:46:17 PDT 2021","Wed May 12 21:46:17 PDT 2021","","Sun May 09 23:10:30 PDT 2021","Chose quality control question designed to test whether Turker is paying attention.","65","8% (1/13)","8% (1/13)","8% (1/13)","Long Island Mike Pizza, San Diego, California","Its a relatively lesser known pizza place that is good and usually not as crowded or have to waiting a longer amount of time for food.","It is a good, lesser-known pizza place, which is usually uncrowded and doesn’t have a long waiting time for food.","This pizza place is not as well known but it is good and not as crowded with less wait time.","The temperature is freezing in Antarctica. You should definitely bring a coat.","Bring sunscreen and a warm scarf. You will need it because the temperature here is really cold.","d2"
"3PCPFX4U545IHECBR6Y7ID4FS4XQF7","32HMK6WX830KGQ66OYIO5XV1SOHK3D","Answer one multiple choice question about a location and its descriptions.","Please choose the description which best suits the location.","descriptions, writing","$0.03","Sun May 09 21:43:19 PDT 2021","12","BatchId:4436292;OriginalHitTemplateId:928390912;","3600","259200","Sun May 16 21:43:19 PDT 2021","","","3SUWZRL0M3SZN2QP7O55J9XB59ZE6N","A3R0FRZIEMY65M","Rejected","Sun May 09 23:06:54 PDT 2021","Sun May 09 23:07:00 PDT 2021","Wed May 12 23:07:00 PDT 2021","","Sun May 09 23:10:46 PDT 2021","Chose quality control question designed to test whether worker is paying attention.","6","8% (1/13)","8% (1/13)","8% (1/13)","Long Island Mike Pizza, San Diego, California","Its a relatively lesser known pizza place that is good and usually not as crowded or have to waiting a longer amount of time for food.","It is a good, lesser-known pizza place, which is usually uncrowded and doesn’t have a long waiting time for food.","This pizza place is not as well known but it is good and not as crowded with less wait time.","The temperature is freezing in Antarctica. You should definitely bring a coat.","Bring sunscreen and a warm scarf. You will need it because the temperature here is really cold.","qc2"
